COUNTRY_OF_ASYLUM,RETURN_DATE,ORIG_PROV_NAME,ORIG_DIST_NAME,DESTINATION_PROV_NAME,DESTINATION_DIST_NAME,INDIVIDUALS,MALE,FEMALE
#country,#date+occurred,#admin1+name+x_origin,#admin2+name+x_origin,#admin1+name+x_destination,#admin2+name+x_destination,#affected+displaced+all,#affected+displaced+m,#affected+displaced+f
Iran,"Sunday, January 3, 2021",Herat,Ghoryan,Herat,Ghoryan,1,0,1
Iran,"Tuesday, January 5, 2021",Bamyan,Waras,Bamyan,Waras,1,1,0
Iran,"Tuesday, January 5, 2021",Ghazni,Jaghatu,Herat,Herat,1,1,0
Iran,"Tuesday, January 5, 2021",Ghazni,Nawur,Herat,Herat,3,2,1
Iran,"Tuesday, January 5, 2021",Herat,Gulran,Herat,Herat,1,1,0
Iran,"Tuesday, January 5, 2021",Herat,Guzara,Herat,Herat,1,1,0
Iran,"Tuesday, January 5, 2021",Herat,Herat,Herat,Herat,3,1,2
Iran,"Tuesday, January 5, 2021",Herat,Injil,Herat,Herat,1,1,0
Iran,"Tuesday, January 5, 2021",Kapisa,Tagab,Kabul,Kabul,1,1,0
Iran,"Tuesday, January 5, 2021",Kunduz,Chardarah,Kunduz,Chardarah,1,1,0
Iran,"Wednesday, January 6, 2021",Ghazni,Jaghatu,Herat,Herat,1,1,0
Iran,"Wednesday, January 6, 2021",Ghor,Lal Wa Sarjangal,Kabul,Kabul,1,0,1
Iran,"Wednesday, January 6, 2021",Wardak,Daymirdad,Herat,Herat,1,1,0
Iran,"Thursday, January 7, 2021",Balkh,Mazar-e-Sharif,Balkh,Mazar-e-Sharif,1,1,0
Iran,"Thursday, January 7, 2021",Daykundi,Nili,Daykundi,Nili,1,0,1
Iran,"Thursday, January 7, 2021",Ghor,Lal Wa Sarjangal,Daykundi,Nili,2,1,1
Iran,"Thursday, January 7, 2021",Jawzjan,Shiberghan,Balkh,Mazar-e-Sharif,1,0,1
Iran,"Thursday, January 7, 2021",Uruzgan,Khasuruzgan,Herat,Herat,1,0,1
Iran,"Thursday, January 7, 2021",Wardak,Markaz-e-Behsud,Herat,Herat,1,0,1
Iran,"Thursday, January 7, 2021",Wardak,Markaz-e-Behsud,Kabul,Kabul,1,1,0
Iran,"Friday, January 8, 2021",Daykundi,Ashtarlay,Herat,Herat,1,1,0
Iran,"Friday, January 8, 2021",Sar-e-Pul,Balkhab,Herat,Herat,1,1,0
Iran,"Sunday, January 10, 2021",Daykundi,Khadir,Daykundi,Khadir,1,0,1
Iran,"Sunday, January 10, 2021",Ghor,Pasaband,Ghor,Pasaband,1,0,1
Iran,"Monday, January 11, 2021",Herat,Herat,Herat,Herat,2,2,0
Iran,"Monday, January 11, 2021",Kabul,Kabul,Herat,Herat,1,1,0
Iran,"Monday, January 11, 2021",Kabul,Kabul,Kabul,Kabul,2,1,1
Iran,"Tuesday, January 12, 2021",Bamyan,Panjab,Herat,Herat,1,0,1
Iran,"Tuesday, January 12, 2021",Ghazni,Malestan,Herat,Herat,2,2,0
Iran,"Tuesday, January 12, 2021",Herat,Ghoryan,Herat,Ghoryan,2,1,1
Iran,"Tuesday, January 12, 2021",Herat,Herat,Herat,Herat,1,0,1
Iran,"Tuesday, January 12, 2021",Kunduz,Kunduz,Balkh,Mazar-e-Sharif,1,1,0
Iran,"Tuesday, January 12, 2021",Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,1,1,0
Pakistan,"Tuesday, January 12, 2021",Kunduz,Dasht-e-Archi,Kunduz,Dasht-e-Archi,3,2,1
Iran,"Wednesday, January 13, 2021",Balkh,Mazar-e-Sharif,Balkh,Mazar-e-Sharif,1,0,1
Iran,"Wednesday, January 13, 2021",Balkh,Mazar-e-Sharif,Herat,Herat,1,1,0
Iran,"Wednesday, January 13, 2021",Bamyan,Panjab,Bamyan,Panjab,1,0,1
Iran,"Wednesday, January 13, 2021",Bamyan,Panjab,Herat,Herat,1,1,0
Iran,"Wednesday, January 13, 2021",Bamyan,Waras,Herat,Herat,1,0,1
Iran,"Wednesday, January 13, 2021",Daykundi,Khadir,Daykundi,Khadir,1,0,1
Iran,"Wednesday, January 13, 2021",Daykundi,Khadir,Herat,Herat,2,1,1
Iran,"Wednesday, January 13, 2021",Daykundi,Nili,Kabul,Kabul,2,1,1
Iran,"Wednesday, January 13, 2021",Daykundi,Sang-e-Takht,Herat,Herat,1,0,1
Iran,"Wednesday, January 13, 2021",Ghazni,Jaghuri,Herat,Herat,2,1,1
Iran,"Wednesday, January 13, 2021",Ghor,Lal Wa Sarjangal,Ghor,Lal Wa Sarjangal,1,0,1
Iran,"Wednesday, January 13, 2021",Herat,Ghoryan,Herat,Herat,1,1,0
Iran,"Wednesday, January 13, 2021",Wardak,Markaz-e-Behsud,Herat,Herat,1,1,0
Pakistan,"Wednesday, January 13, 2021",Kunduz,Khanabad,Kunduz,Khanabad,3,2,1
Iran,"Thursday, January 14, 2021",Baghlan,Pul-e- khumri,Baghlan,Pul-e- khumri,1,1,0
Iran,"Thursday, January 14, 2021",Bamyan,Waras,Herat,Herat,1,1,0
Iran,"Thursday, January 14, 2021",Herat,Herat,Herat,Herat,1,0,1
Iran,"Thursday, January 14, 2021",Jawzjan,Shiberghan,Jawzjan,Shiberghan,2,1,1
Iran,"Friday, January 15, 2021",Balkh,Mazar-e-Sharif,Balkh,Mazar-e-Sharif,1,0,1
Iran,"Friday, January 15, 2021",Bamyan,Waras,Herat,Herat,2,0,2
Iran,"Tuesday, January 19, 2021",Bamyan,Waras,Bamyan,Waras,1,1,0
Iran,"Tuesday, January 19, 2021",Ghor,Lal Wa Sarjangal,Herat,Herat,1,1,0
Iran,"Tuesday, January 19, 2021",Parwan,Surkh-e- Parsa,Herat,Herat,1,1,0
Iran,"Tuesday, January 19, 2021",Wardak,Markaz-e-Behsud,Herat,Herat,1,0,1
Iran,"Wednesday, January 20, 2021",Baghlan,Khenjan,Kabul,Kabul,1,0,1
Iran,"Wednesday, January 20, 2021",Balkh,Mazar-e-Sharif,Balkh,Mazar-e-Sharif,1,0,1
Iran,"Wednesday, January 20, 2021",Daykundi,Shahrestan,Herat,Herat,1,0,1
Iran,"Wednesday, January 20, 2021",Ghazni,Qarabagh,Ghazni,Qarabagh,1,1,0
Iran,"Wednesday, January 20, 2021",Herat,Herat,Herat,Herat,2,1,1
Iran,"Wednesday, January 20, 2021",Kabul,Kabul,Herat,Herat,1,1,0
Iran,"Wednesday, January 20, 2021",Parwan,Salang,Parwan,Salang,1,1,0
Iran,"Wednesday, January 20, 2021",Wardak,Markaz-e-Behsud,Herat,Herat,1,1,0
Iran,"Thursday, January 21, 2021",Kabul,Kabul,Herat,Herat,1,1,0
Iran,"Thursday, January 21, 2021",Wardak,Markaz-e-Behsud,Herat,Herat,1,1,0
Iran,"Friday, January 22, 2021",Bamyan,Waras,Kabul,Kabul,1,1,0
Iran,"Monday, January 25, 2021",Farah,Farah,Herat,Herat,1,1,0
Iran,"Monday, January 25, 2021",Kabul,Paghman,Kabul,Kabul,1,1,0
Iran,"Monday, January 25, 2021",Kapisa,Hisa-e- Awal-e- Kohestan,Herat,Herat,1,1,0
Iran,"Monday, January 25, 2021",Wardak,Markaz-e-Behsud,Herat,Herat,1,1,0
Iran,"Tuesday, January 26, 2021",Ghor,Lal Wa Sarjangal,Herat,Herat,1,0,1
Iran,"Tuesday, January 26, 2021",Nangarhar,Behsud,Nangarhar,Behsud,1,1,0
Iran,"Wednesday, January 27, 2021",Badakhshan,Darwaz-e-Balla,Kabul,Kabul,1,0,1
Iran,"Wednesday, January 27, 2021",Wardak,Jalrez,Herat,Herat,1,1,0
Pakistan,"Wednesday, January 27, 2021",Balkh,Mazar-e-Sharif,Balkh,Mazar-e-Sharif,7,3,4
Pakistan,"Wednesday, January 27, 2021",Sar-e-Pul,Sayad,Kandahar,Spinboldak,7,4,3
Iran,"Thursday, January 28, 2021",Daykundi,Shahrestan,Herat,Herat,1,1,0
Iran,"Thursday, January 28, 2021",Ghazni,Nawur,Herat,Herat,1,1,0
Iran,"Thursday, January 28, 2021",Ghor,Lal Wa Sarjangal,Herat,Herat,1,1,0
Iran,"Thursday, January 28, 2021",Ghor,Pasaband,Herat,Herat,1,0,1
Iran,"Thursday, January 28, 2021",Jawzjan,Shiberghan,Herat,Herat,1,1,0
Iran,"Thursday, January 28, 2021",Wardak,Markaz-e-Behsud,Herat,Herat,1,0,1
Iran,"Friday, January 29, 2021",Daykundi,Khadir,Herat,Herat,2,0,2
Iran,"Friday, January 29, 2021",Daykundi,Shahrestan,Herat,Herat,1,1,0
Iran,"Friday, January 29, 2021",Sar-e-Pul,Sar-e-Pul,Herat,Herat,2,2,0
Iran,"Monday, February 1, 2021",Bamyan,Bamyan,Herat,Herat,1,0,1
Iran,"Monday, February 1, 2021",Bamyan,Waras,Herat,Herat,1,0,1
Iran,"Monday, February 1, 2021",Daykundi,Sang-e-Takht,Herat,Herat,2,1,1
Iran,"Monday, February 1, 2021",Ghazni,Nawur,Herat,Herat,2,1,1
Iran,"Monday, February 1, 2021",Ghor,Lal Wa Sarjangal,Herat,Herat,1,0,1
Iran,"Tuesday, February 2, 2021",Bamyan,Waras,Herat,Herat,2,0,2
Iran,"Tuesday, February 2, 2021",Ghazni,Qarabagh,Herat,Herat,2,2,0
Iran,"Tuesday, February 2, 2021",Ghor,Pasaband,Herat,Herat,1,0,1
Iran,"Tuesday, February 2, 2021",Kapisa,Mahmud-e- Raqi,Herat,Herat,1,1,0
Iran,"Tuesday, February 2, 2021",Kunduz,Emamsaheb,Herat,Herat,1,1,0
Iran,"Tuesday, February 2, 2021",Wardak,Markaz-e-Behsud,Kabul,Kabul,1,1,0
Other Country,"Wednesday, February 3, 2021",Kabul,Kabul,Kabul,Kabul,1,1,0
Other Country,"Wednesday, February 3, 2021",Paktika,Sharan,Paktika,Sharan,1,1,0
Iran,"Wednesday, February 3, 2021",Daykundi,Ashtarlay,Herat,Herat,1,1,0
Iran,"Wednesday, February 3, 2021",Daykundi,Khadir,Daykundi,Khadir,1,0,1
Iran,"Wednesday, February 3, 2021",Ghor,Lal Wa Sarjangal,Herat,Herat,1,0,1
Iran,"Wednesday, February 3, 2021",Herat,Herat,Herat,Herat,2,1,1
Iran,"Wednesday, February 3, 2021",Jawzjan,Shiberghan,Jawzjan,Shiberghan,1,1,0
Pakistan,"Wednesday, February 3, 2021",Faryab,Almar,Faryab,Almar,6,2,4
Iran,"Thursday, February 4, 2021",Balkh,Mazar-e-Sharif,Herat,Herat,1,0,1
Iran,"Thursday, February 4, 2021",Bamyan,Waras,Herat,Herat,1,0,1
Iran,"Thursday, February 4, 2021",Daykundi,Nili,Herat,Herat,1,0,1
Iran,"Thursday, February 4, 2021",Sar-e-Pul,Sar-e-Pul,Herat,Herat,1,0,1
Iran,"Friday, February 5, 2021",Balkh,Mazar-e-Sharif,Balkh,Mazar-e-Sharif,1,1,0
Iran,"Friday, February 5, 2021",Bamyan,Bamyan,Kabul,Kabul,1,0,1
Iran,"Friday, February 5, 2021",Bamyan,Waras,Herat,Herat,1,0,1
Iran,"Friday, February 5, 2021",Jawzjan,Darzab,Herat,Herat,1,0,1
Iran,"Friday, February 5, 2021",Kabul,Kabul,Kabul,Kabul,1,0,1
Iran,"Sunday, February 7, 2021",Kabul,Kabul,Kabul,Kabul,2,1,1
Iran,"Monday, February 8, 2021",Bamyan,Waras,Bamyan,Waras,2,1,1
Iran,"Monday, February 8, 2021",Bamyan,Waras,Herat,Herat,2,0,2
Iran,"Monday, February 8, 2021",Herat,Herat,Herat,Herat,1,0,1
Iran,"Monday, February 8, 2021",Wardak,Markaz-e-Behsud,Herat,Herat,1,0,1
Iran,"Monday, February 8, 2021",Wardak,Markaz-e-Behsud,Kabul,Kabul,3,1,2
Iran,"Tuesday, February 9, 2021",Balkh,Mazar-e-Sharif,Balkh,Mazar-e-Sharif,1,1,0
Iran,"Tuesday, February 9, 2021",Bamyan,Waras,Herat,Herat,1,1,0
Iran,"Tuesday, February 9, 2021",Daykundi,Nili,Herat,Herat,1,0,1
Iran,"Tuesday, February 9, 2021",Daykundi,Sang-e-Takht,Herat,Herat,1,0,1
Iran,"Tuesday, February 9, 2021",Ghor,Lal Wa Sarjangal,Herat,Herat,1,1,0
Iran,"Tuesday, February 9, 2021",Herat,Herat,Herat,Herat,1,1,0
Iran,"Tuesday, February 9, 2021",Kabul,Kabul,Herat,Herat,1,0,1
Iran,"Tuesday, February 9, 2021",Samangan,Aybak,Kabul,Kabul,1,1,0
Iran,"Tuesday, February 9, 2021",Uruzgan,Khasuruzgan,Herat,Herat,1,0,1
Iran,"Tuesday, February 9, 2021",Uruzgan,Khasuruzgan,Kabul,Kabul,1,0,1
Iran,"Tuesday, February 9, 2021",Wardak,Markaz-e-Behsud,Herat,Herat,1,0,1
Pakistan,"Tuesday, February 9, 2021",Sar-e-Pul,Sayad,Sar-e-Pul,Sayad,5,4,1
Other Country,"Wednesday, February 10, 2021",Kabul,Kabul,Kabul,Kabul,1,1,0
Iran,"Wednesday, February 10, 2021",Balkh,Mazar-e-Sharif,Herat,Herat,1,1,0
Iran,"Wednesday, February 10, 2021",Bamyan,Waras,Herat,Herat,1,1,0
Iran,"Wednesday, February 10, 2021",Kabul,Paghman,Kabul,Paghman,9,6,3
Iran,"Wednesday, February 10, 2021",Wardak,Markaz-e-Behsud,Herat,Herat,1,0,1
Other Country,"Wednesday, February 10, 2021",Kabul,Kabul,Kabul,Kabul,1,1,0
Pakistan,"Thursday, February 11, 2021",Faryab,Maymana,Herat,Herat,4,2,2
Iran,"Friday, February 12, 2021",Herat,Herat,Herat,Herat,1,0,1
Iran,"Tuesday, February 16, 2021",Bamyan,Bamyan,Bamyan,Bamyan,1,0,1
Iran,"Tuesday, February 16, 2021",Faryab,Maymana,Faryab,Maymana,3,2,1
Iran,"Tuesday, February 16, 2021",Paktya,Gardez,Paktya,Gardez,1,1,0
Pakistan,"Tuesday, February 16, 2021",Kunduz,Khanabad,Kunduz,Khanabad,2,0,2
Iran,"Wednesday, February 17, 2021",Bamyan,Panjab,Bamyan,Panjab,1,0,1
Iran,"Wednesday, February 17, 2021",Bamyan,Waras,Herat,Herat,1,1,0
Iran,"Wednesday, February 17, 2021",Farah,Farah,Farah,Farah,1,0,1
Iran,"Wednesday, February 17, 2021",Samangan,Dara-e- Suf-e- Payin,Balkh,Mazar-e-Sharif,1,0,1
Iran,"Wednesday, February 17, 2021",Sar-e-Pul,Sar-e-Pul,Herat,Herat,1,0,1
Pakistan,"Wednesday, February 17, 2021",Kandahar,Kandahar,Kandahar,Kandahar,3,2,1
Pakistan,"Wednesday, February 17, 2021",Wardak,Daymirdad,Kandahar,Kandahar,7,3,4
Iran,"Thursday, February 18, 2021",Baghlan,Pul-e- khumri,Herat,Herat,1,0,1
Iran,"Thursday, February 18, 2021",Balkh,Mazar-e-Sharif,Herat,Herat,1,1,0
Iran,"Thursday, February 18, 2021",Daykundi,Nili,Herat,Herat,2,0,2
Iran,"Thursday, February 18, 2021",Ghazni,Ghazni,Kabul,Kabul,1,0,1
Iran,"Thursday, February 18, 2021",Ghazni,Qarabagh,Herat,Herat,1,1,0
Iran,"Thursday, February 18, 2021",Ghor,Lal Wa Sarjangal,Herat,Herat,2,1,1
Iran,"Thursday, February 18, 2021",Samangan,Dara-e- Suf-e- Payin,Herat,Herat,1,0,1
Iran,"Thursday, February 18, 2021",Sar-e-Pul,Sar-e-Pul,Herat,Herat,1,1,0
Iran,"Thursday, February 18, 2021",Wardak,Markaz-e-Behsud,Herat,Herat,1,1,0
Iran,"Sunday, February 21, 2021",Daykundi,Nili,Herat,Herat,1,0,1
Iran,"Sunday, February 21, 2021",Wardak,Markaz-e-Behsud,Wardak,Markaz-e-Behsud,1,1,0
Iran,"Monday, February 22, 2021",Balkh,Chemtal,Herat,Herat,1,0,1
Iran,"Monday, February 22, 2021",Balkh,Mazar-e-Sharif,Herat,Herat,1,1,0
Iran,"Monday, February 22, 2021",Bamyan,Bamyan,Herat,Herat,1,0,1
Iran,"Monday, February 22, 2021",Bamyan,Panjab,Bamyan,Panjab,2,1,1
Iran,"Monday, February 22, 2021",Bamyan,Yakawlang,Bamyan,Yakawlang,1,0,1
Iran,"Monday, February 22, 2021",Daykundi,Nili,Herat,Herat,2,2,0
Iran,"Monday, February 22, 2021",Daykundi,Sang-e-Takht,Herat,Herat,1,0,1
Iran,"Monday, February 22, 2021",Faryab,Qaysar,Herat,Herat,1,1,0
Iran,"Monday, February 22, 2021",Ghazni,Jaghatu,Ghazni,Jaghatu,1,0,1
Iran,"Monday, February 22, 2021",Ghazni,Jaghuri,Herat,Herat,1,0,1
Iran,"Monday, February 22, 2021",Ghazni,Malestan,Herat,Herat,1,0,1
Iran,"Monday, February 22, 2021",Ghazni,Nawur,Ghazni,Nawur,5,3,2
Iran,"Monday, February 22, 2021",Ghazni,Qarabagh,Ghazni,Qarabagh,1,0,1
Iran,"Monday, February 22, 2021",Ghor,Pasaband,Herat,Herat,1,0,1
Iran,"Monday, February 22, 2021",Herat,Shindand,Herat,Herat,1,1,0
Iran,"Monday, February 22, 2021",Jawzjan,Shiberghan,Herat,Herat,1,0,1
Iran,"Monday, February 22, 2021",Kabul,Kabul,Herat,Herat,1,0,1
Iran,"Monday, February 22, 2021",Kunduz,Kunduz,Herat,Herat,1,1,0
Iran,"Monday, February 22, 2021",Parwan,Shekhali,Herat,Herat,1,1,0
Iran,"Monday, February 22, 2021",Samangan,Aybak,Herat,Herat,1,1,0
Iran,"Monday, February 22, 2021",Samangan,Dara-e- Suf-e- Payin,Balkh,Mazar-e-Sharif,1,0,1
Iran,"Monday, February 22, 2021",Sar-e-Pul,Sar-e-Pul,Herat,Herat,1,1,0
Iran,"Monday, February 22, 2021",Sar-e-Pul,Sayad,Herat,Herat,1,1,0
Iran,"Tuesday, February 23, 2021",Balkh,Mazar-e-Sharif,Balkh,Mazar-e-Sharif,1,0,1
Iran,"Tuesday, February 23, 2021",Bamyan,Panjab,Herat,Herat,1,0,1
Iran,"Tuesday, February 23, 2021",Bamyan,Waras,Herat,Herat,1,0,1
Iran,"Tuesday, February 23, 2021",Bamyan,Yakawlang,Herat,Herat,1,1,0
Iran,"Tuesday, February 23, 2021",Daykundi,Ashtarlay,Herat,Herat,1,1,0
Iran,"Tuesday, February 23, 2021",Daykundi,Nili,Herat,Herat,1,0,1
Iran,"Tuesday, February 23, 2021",Daykundi,Shahrestan,Herat,Herat,1,0,1
Iran,"Tuesday, February 23, 2021",Ghazni,Nawur,Herat,Herat,1,0,1
